HGNC ID	Approved symbol	Approved name	Locus type	NCBI Gene ID(supplied by NCBI)
HGNC:39776	ZDHHC20P4	zinc finger DHHC-type containing 20 pseudogene 4	pseudogene	730239
HGNC:20750	ZDHHC21	zinc finger DHHC-type palmitoyltransferase 21	gene with protein product	340481
HGNC:20106	ZDHHC22	zinc finger DHHC-type palmitoyltransferase 22	gene with protein product	283576
HGNC:28654	ZDHHC23	zinc finger DHHC-type palmitoyltransferase 23	gene with protein product	254887
HGNC:27387	ZDHHC24	zinc finger DHHC-type containing 24	gene with protein product	254359
HGNC:11642	ZEB1	zinc finger E-box binding homeobox 1	gene with protein product	6935
HGNC:42354	ZEB1-AS1	ZEB1 antisense RNA 1	RNA, long non-coding	220930
HGNC:14881	ZEB2	zinc finger E-box binding homeobox 2	gene with protein product	9839
HGNC:37149	ZEB2-AS1	ZEB2 antisense RNA 1	RNA, long non-coding	100303491
HGNC:33346	ZEB2P1	zinc finger E-box binding homeobox 2 pseudogene 1	pseudogene	100420926
HGNC:53967	ZEBTR	ZEB1 transcriptional regulator RNA	RNA, long non-coding	113391337
HGNC:30960	ZER1	zyg-11 related cell cycle regulator	gene with protein product	10444
HGNC:25858	ZFAND1	zinc finger AN1-type containing 1	gene with protein product	79752
HGNC:28073	ZFAND2A	zinc finger AN1-type containing 2A	gene with protein product	90637
HGNC:25206	ZFAND2B	zinc finger AN1-type containing 2B	gene with protein product	130617
HGNC:18019	ZFAND3	zinc finger AN1-type containing 3	gene with protein product	60685
HGNC:23504	ZFAND4	zinc finger AN1-type containing 4	gene with protein product	93550
HGNC:13008	ZFAND5	zinc finger AN1-type containing 5	gene with protein product	7763
HGNC:30164	ZFAND6	zinc finger AN1-type containing 6	gene with protein product	54469
HGNC:42978	ZFAND6P1	zinc finger AN1-type containing 6 pseudogene 1	pseudogene	100631382
HGNC:33101	ZFAS1	ZNFX1 antisense RNA 1	RNA, long non-coding	441951
HGNC:19899	ZFAT	zinc finger and AT-hook domain containing	gene with protein product	57623
HGNC:33992	ZFAT-AS1	ZFAT antisense RNA 1	RNA, long non-coding	594840
HGNC:28328	ZFC3H1	zinc finger C3H1-type containing	gene with protein product	196441
HGNC:20152	ZFHX2	zinc finger homeobox 2	gene with protein product	85446
HGNC:52658	ZFHX2-AS1	ZFHX2 antisense RNA 1	RNA, long non-coding	109729160
HGNC:777	ZFHX3	zinc finger homeobox 3	gene with protein product	463
HGNC:30939	ZFHX4	zinc finger homeobox 4	gene with protein product	79776
HGNC:44165	ZFHX4-AS1	ZFHX4 antisense RNA 1	RNA, long non-coding	100192378
HGNC:23328	ZFP1	ZFP1 zinc finger protein	gene with protein product	162239
HGNC:26138	ZFP2	ZFP2 zinc finger protein	gene with protein product	80108
HGNC:12861	ZFP3	ZFP3 zinc finger protein	gene with protein product	124961
HGNC:29312	ZFP14	ZFP14 zinc finger protein	gene with protein product	57677
HGNC:17801	ZFP28	ZFP28 zinc finger protein	gene with protein product	140612
HGNC:29555	ZFP30	ZFP30 zinc finger protein	gene with protein product	22835
HGNC:12862	ZFP36	ZFP36 ring finger protein	gene with protein product	7538
HGNC:1107	ZFP36L1	ZFP36 ring finger protein like 1	gene with protein product	677
HGNC:1108	ZFP36L2	ZFP36 ring finger protein like 2	gene with protein product	678
HGNC:12863	ZFP37	ZFP37 zinc finger protein	gene with protein product	7539
HGNC:26786	ZFP41	ZFP41 zinc finger protein	gene with protein product	286128
HGNC:30949	ZFP42	ZFP42 zinc finger protein	gene with protein product	132625
HGNC:18791	ZFP57	ZFP57 zinc finger protein	gene with protein product	346171
HGNC:23241	ZFP62	ZFP62 zinc finger protein	gene with protein product	643836
HGNC:15940	ZFP64	ZFP64 zinc finger protein	gene with protein product	55734
HGNC:19820	ZFP64P1	ZFP64 zinc finger protein pseudogene 1	pseudogene	319123
HGNC:24708	ZFP69	ZFP69 zinc finger protein	gene with protein product	339559
HGNC:28053	ZFP69B	ZFP69 zinc finger protein B	gene with protein product	65243
HGNC:28682	ZFP82	ZFP82 zinc finger protein	gene with protein product	284406
HGNC:23329	ZFP90	ZFP90 zinc finger protein	gene with protein product	146198
HGNC:14983	ZFP91	ZFP91 zinc finger protein	gene with protein product	80829
HGNC:33441	ZFP91-CNTF	ZFP91-CNTF readthrough (NMD candidate)	readthrough	386607
HGNC:54652	ZFP91P1	ZFP91 pseudogene 1	pseudogene	100131832
HGNC:12865	ZFP92	ZFP92 zinc finger protein	gene with protein product	139735
HGNC:12868	ZFPL1	zinc finger protein like 1	gene with protein product	7542
HGNC:19762	ZFPM1	zinc finger protein, FOG family member 1	gene with protein product	161882
HGNC:16700	ZFPM2	zinc finger protein, FOG family member 2	gene with protein product	23414
HGNC:50698	ZFPM2-AS1	ZFPM2 antisense RNA 1	RNA, long non-coding	102723356
HGNC:17277	ZFR	zinc finger RNA binding protein	gene with protein product	51663
HGNC:29189	ZFR2	zinc finger RNA binding protein 2	gene with protein product	23217
HGNC:38030	ZFRP1	zinc finger RNA binding protein pseudogene 1	pseudogene	100129438
HGNC:12869	ZFX	zinc finger protein X-linked	gene with protein product	7543
HGNC:40617	ZFX-AS1	ZFX antisense RNA 1	RNA, long non-coding	100873922
HGNC:12870	ZFY	zinc finger protein Y-linked	gene with protein product	7544
HGNC:38798	ZFY-AS1	ZFY antisense RNA 1	RNA, long non-coding	107987337
HGNC:13180	ZFYVE1	zinc finger FYVE-type containing 1	gene with protein product	53349
HGNC:6775	ZFYVE9	zinc finger FYVE-type containing 9	gene with protein product	9372
HGNC:33359	ZFYVE9P1	zinc finger FYVE-type containing 9 pseudogene 1	pseudogene	100289259
HGNC:39046	ZFYVE9P2	zinc finger FYVE-type containing 9 pseudogene 2	pseudogene	100420972
HGNC:20756	ZFYVE16	zinc finger FYVE-type containing 16	gene with protein product	9765
HGNC:20758	ZFYVE19	zinc finger FYVE-type containing 19	gene with protein product	84936
HGNC:20760	ZFYVE21	zinc finger FYVE-type containing 21	gene with protein product	79038
HGNC:20761	ZFYVE26	zinc finger FYVE-type containing 26	gene with protein product	23503
HGNC:26559	ZFYVE27	zinc finger FYVE-type containing 27	gene with protein product	118813
HGNC:29334	ZFYVE28	zinc finger FYVE-type containing 28	gene with protein product	57732
HGNC:30961	ZG16	zymogen granule protein 16	gene with protein product	653808
HGNC:30456	ZG16B	zymogen granule protein 16B	gene with protein product	124220
HGNC:37245	ZGLP1	zinc finger GATA like protein 1	gene with protein product	100125288
HGNC:15948	ZGPAT	zinc finger CCCH-type and G-patch domain containing	gene with protein product	84619
HGNC:25654	ZGRF1	zinc finger GRF-type containing 1	gene with protein product	55345
HGNC:12871	ZHX1	zinc fingers and homeoboxes 1	gene with protein product	11244
HGNC:42975	ZHX1-C8orf76	ZHX1-C8orf76 readthrough	readthrough	100533106
HGNC:18513	ZHX2	zinc fingers and homeoboxes 2	gene with protein product	22882
HGNC:15935	ZHX3	zinc fingers and homeoboxes 3	gene with protein product	23051
HGNC:12872	ZIC1	Zic family member 1	gene with protein product	7545
HGNC:12873	ZIC2	Zic family member 2	gene with protein product	7546
HGNC:12874	ZIC3	Zic family member 3	gene with protein product	7547
HGNC:20393	ZIC4	Zic family member 4	gene with protein product	84107
HGNC:40920	ZIC4-AS1	ZIC4 antisense RNA 1	RNA, long non-coding	100873950
HGNC:20322	ZIC5	Zic family member 5	gene with protein product	85416
HGNC:33104	ZIK1	zinc finger protein interacting with K protein 1	gene with protein product	284307
HGNC:38031	ZIK1P1	zinc finger protein interacting with K protein 1 pseudogene 1	pseudogene	100131493
HGNC:12875	ZIM2	zinc finger imprinted 2	gene with protein product	23619
HGNC:51304	ZIM2-AS1	ZIM2 antisense RNA 1	RNA, long non-coding	101929059
HGNC:16366	ZIM3	zinc finger imprinted 3	gene with protein product	114026
HGNC:13101	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	gene with protein product	7586
HGNC:25677	ZKSCAN2	zinc finger with KRAB and SCAN domains 2	gene with protein product	342357
HGNC:53912	ZKSCAN2-DT	ZKSCAN2 divergent transcript	RNA, long non-coding	112577464
HGNC:13853	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	gene with protein product	80317
HGNC:13854	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	gene with protein product	387032
HGNC:12867	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	gene with protein product	23660
HGNC:12955	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	gene with protein product	55888
HGNC:53964	ZKSCAN7-AS1	ZKSCAN7 ZNF cluster antisense RNA 1	RNA, long non-coding	112840933
HGNC:49867	ZKSCAN7P1	zinc finger with KRAB and SCAN domains 7 pseudogene 1	pseudogene	100419827
HGNC:12983	ZKSCAN8	zinc finger with KRAB and SCAN domains 8	gene with protein product	7745
HGNC:29377	ZMAT1	zinc finger matrin-type 1	gene with protein product	84460
HGNC:26433	ZMAT2	zinc finger matrin-type 2	gene with protein product	153527
HGNC:29983	ZMAT3	zinc finger matrin-type 3	gene with protein product	64393
HGNC:25844	ZMAT4	zinc finger matrin-type 4	gene with protein product	79698
HGNC:28046	ZMAT5	zinc finger matrin-type 5	gene with protein product	55954
HGNC:16493	ZMIZ1	zinc finger MIZ-type containing 1	gene with protein product	57178
HGNC:27433	ZMIZ1-AS1	ZMIZ1 antisense RNA 1	RNA, long non-coding	283050
HGNC:22229	ZMIZ2	zinc finger MIZ-type containing 2	gene with protein product	83637
HGNC:12877	ZMPSTE24	zinc metallopeptidase STE24	gene with protein product	10269
HGNC:26253	ZMYM1	zinc finger MYM-type containing 1	gene with protein product	79830
HGNC:12989	ZMYM2	zinc finger MYM-type containing 2	gene with protein product	7750
HGNC:13054	ZMYM3	zinc finger MYM-type containing 3	gene with protein product	9203
HGNC:13055	ZMYM4	zinc finger MYM-type containing 4	gene with protein product	9202
HGNC:40624	ZMYM4-AS1	ZMYM4 antisense RNA 1	RNA, long non-coding	100861513
HGNC:13029	ZMYM5	zinc finger MYM-type containing 5	gene with protein product	9205
HGNC:13050	ZMYM6	zinc finger MYM-type containing 6	gene with protein product	9204
HGNC:9397	ZMYND8	zinc finger MYND-type containing 8	gene with protein product	23613
HGNC:19412	ZMYND10	zinc finger MYND-type containing 10	gene with protein product	51364
HGNC:40890	ZMYND10-AS1	ZMYND10 antisense RNA 1	RNA, long non-coding	100874210
HGNC:16966	ZMYND11	zinc finger MYND-type containing 11	gene with protein product	10771
HGNC:21192	ZMYND12	zinc finger MYND-type containing 12	gene with protein product	84217
HGNC:20997	ZMYND15	zinc finger MYND-type containing 15	gene with protein product	84225
HGNC:21146	ZMYND19	zinc finger MYND-type containing 19	gene with protein product	116225
HGNC:44540	ZMYND19P1	zinc finger MYND-type containing 19 pseudogene 1	pseudogene	100421055
HGNC:12991	ZNF2	zinc finger protein 2	gene with protein product	7549
HGNC:13089	ZNF3	zinc finger protein 3	gene with protein product	7551
HGNC:13139	ZNF7	zinc finger protein 7	gene with protein product	7553
HGNC:13154	ZNF8	zinc finger protein 8	gene with protein product	7554
HGNC:12879	ZNF10	zinc finger protein 10	gene with protein product	7556
HGNC:12902	ZNF12	zinc finger protein 12	gene with protein product	7559
HGNC:12924	ZNF14	zinc finger protein 14	gene with protein product	7561
HGNC:12947	ZNF16	zinc finger protein 16	gene with protein product	7564
HGNC:12958	ZNF17	zinc finger protein 17	gene with protein product	7565
HGNC:12969	ZNF18	zinc finger protein 18	gene with protein product	7566
HGNC:12981	ZNF19	zinc finger protein 19	gene with protein product	7567
HGNC:12992	ZNF20	zinc finger protein 20	gene with protein product	7568
HGNC:13012	ZNF22	zinc finger protein 22	gene with protein product	7570
HGNC:23509	ZNF22-AS1	ZNF22 antisense RNA 1	RNA, long non-coding	220979
HGNC:13023	ZNF23	zinc finger protein 23	gene with protein product	7571
HGNC:13032	ZNF24	zinc finger protein 24	gene with protein product	7572
HGNC:13043	ZNF25	zinc finger protein 25	gene with protein product	219749
HGNC:54109	ZNF25-DT	ZNF25 divergent transcript	RNA, long non-coding	105376499
HGNC:13053	ZNF26	zinc finger protein 26	gene with protein product	7574
HGNC:13073	ZNF28	zinc finger protein 28	gene with protein product	7576
HGNC:13080	ZNF29P	zinc finger protein 29, pseudogene	pseudogene	7577
HGNC:13090	ZNF30	zinc finger protein 30	gene with protein product	90075
HGNC:51179	ZNF30-AS1	ZNF30 antisense RNA 1	RNA, long non-coding	102723513
HGNC:13095	ZNF32	zinc finger protein 32	gene with protein product	7580
HGNC:23577	ZNF32-AS1	ZNF32 antisense RNA 1	RNA, long non-coding	414197
HGNC:23593	ZNF32-AS2	ZNF32 antisense RNA 2	RNA, long non-coding	414208
HGNC:23583	ZNF32-AS3	ZNF32 antisense RNA 3	RNA, long non-coding	414201
HGNC:13096	ZNF33A	zinc finger protein 33A	gene with protein product	7581
HGNC:13097	ZNF33B	zinc finger protein 33B	gene with protein product	7582
HGNC:44975	ZNF33BP1	zinc finger protein 33B pseudogene 1	pseudogene	100419868
HGNC:30957	ZNF33CP	zinc finger protein 33C, pseudogene	pseudogene	79231
HGNC:13098	ZNF34	zinc finger protein 34	gene with protein product	80778
HGNC:13099	ZNF35	zinc finger protein 35	gene with protein product	7584
HGNC:13102	ZNF37A	zinc finger protein 37A	gene with protein product	7587
HGNC:13103	ZNF37BP	zinc finger protein 37B, pseudogene	pseudogene	100129482
HGNC:29445	ZNF37CP	zinc finger protein 37C, pseudogene	pseudogene	79232
HGNC:13107	ZNF41	zinc finger protein 41	gene with protein product	7592
HGNC:13109	ZNF43	zinc finger protein 43	gene with protein product	7594
HGNC:13110	ZNF44	zinc finger protein 44	gene with protein product	51710
HGNC:13111	ZNF45	zinc finger protein 45	gene with protein product	7596
HGNC:13114	ZNF48	zinc finger protein 48	gene with protein product	197407
HGNC:13124	ZNF56	zinc finger protein 56	unknown	7608
HGNC:13125	ZNF57	zinc finger protein 57	gene with protein product	126295
HGNC:13135	ZNF66	zinc finger protein 66	gene with protein product	7617
HGNC:13138	ZNF69	zinc finger protein 69	gene with protein product	7620
HGNC:13140	ZNF70	zinc finger protein 70	gene with protein product	7621
HGNC:13846	ZNF70P1	zinc finger protein 70 pseudogene 1	pseudogene	100419609
HGNC:13141	ZNF71	zinc finger protein 71	gene with protein product	58491
HGNC:13142	ZNF72P	zinc finger protein 72, pseudogene	pseudogene	100287084
HGNC:13143	ZNF73P	zinc finger protein 73, pseudogene	pseudogene	105379427
HGNC:13144	ZNF74	zinc finger protein 74	gene with protein product	7625
HGNC:13146	ZNF75A	zinc finger protein 75a	gene with protein product	7627
HGNC:13147	ZNF75BP	zinc finger protein 75B, pseudogene	pseudogene	7628
HGNC:13148	ZNF75CP	zinc finger protein 75C, pseudogene	pseudogene	729944
HGNC:13145	ZNF75D	zinc finger protein 75D	gene with protein product	7626
HGNC:13149	ZNF76	zinc finger protein 76	gene with protein product	7629
HGNC:13150	ZNF77	zinc finger protein 77	gene with protein product	58492
HGNC:13153	ZNF79	zinc finger protein 79	gene with protein product	7633
HGNC:13155	ZNF80	zinc finger protein 80	gene with protein product	7634
HGNC:13156	ZNF81	zinc finger protein 81	gene with protein product	347344
HGNC:13158	ZNF83	zinc finger protein 83	gene with protein product	55769
HGNC:13159	ZNF84	zinc finger protein 84	gene with protein product	7637
HGNC:53355	ZNF84-DT	ZNF84 divergent transcript	RNA, long non-coding	101928597
HGNC:13160	ZNF85	zinc finger protein 85	gene with protein product	7639
HGNC:13165	ZNF90	zinc finger protein 90	gene with protein product	7643
HGNC:12888	ZNF90P1	zinc finger protein 90 pseudogene 1	pseudogene	7661
HGNC:21687	ZNF90P2	zinc finger protein 90 pseudogene 2	pseudogene	100419606
HGNC:39882	ZNF90P3	zinc finger protein 90 pseudogene 3	pseudogene	100873799
HGNC:13166	ZNF91	zinc finger protein 91	gene with protein product	7644
HGNC:13168	ZNF92	zinc finger protein 92	gene with protein product	168374
HGNC:39553	ZNF92P1Y	zinc finger protein 92 pseudogene 1, Y-linked	pseudogene	100419554
HGNC:39554	ZNF92P2	zinc finger protein 92 pseudogene 2	pseudogene	100419705
HGNC:13169	ZNF93	zinc finger protein 93	gene with protein product	81931
HGNC:13174	ZNF98	zinc finger protein 98	gene with protein product	148198
HGNC:13175	ZNF99	zinc finger protein 99	gene with protein product	7652
HGNC:12880	ZNF100	zinc finger protein 100	gene with protein product	163227
HGNC:12881	ZNF101	zinc finger protein 101	gene with protein product	94039
HGNC:44940	ZNF101P1	zinc finger protein 101 pseudogene 1	pseudogene	100419867
HGNC:44942	ZNF101P2	zinc finger protein 101 pseudogene 2	pseudogene	730190
HGNC:12886	ZNF106	zinc finger protein 106	gene with protein product	64397
HGNC:12887	ZNF107	zinc finger protein 107	gene with protein product	51427
HGNC:12892	ZNF112	zinc finger protein 112	gene with protein product	7771
HGNC:12894	ZNF114	zinc finger protein 114	gene with protein product	163071
HGNC:53930	ZNF114-AS1	ZNF114 antisense RNA 1	RNA, long non-coding	105372429
HGNC:23771	ZNF114P1	zinc finger protein 114 pseudogene 1	pseudogene	100132509
HGNC:12897	ZNF117	zinc finger protein 117	gene with protein product	51351
HGNC:12904	ZNF121	zinc finger protein 121	gene with protein product	7675
HGNC:12906	ZNF123P	zinc finger protein 123, pseudogene	pseudogene	100188891
HGNC:12907	ZNF124	zinc finger protein 124	gene with protein product	7678
HGNC:12915	ZNF131	zinc finger protein 131	gene with protein product	7690
HGNC:12916	ZNF132	zinc finger protein 132	gene with protein product	7691
HGNC:12917	ZNF133	zinc finger protein 133	gene with protein product	7692
HGNC:12918	ZNF134	zinc finger protein 134	gene with protein product	7693
HGNC:12919	ZNF135	zinc finger protein 135	gene with protein product	7694
HGNC:12920	ZNF136	zinc finger protein 136	gene with protein product	7695
HGNC:12921	ZNF137P	zinc finger protein 137, pseudogene	pseudogene	7696
HGNC:12922	ZNF138	zinc finger protein 138	gene with protein product	7697
HGNC:12925	ZNF140	zinc finger protein 140	gene with protein product	7699
HGNC:12926	ZNF141	zinc finger protein 141	gene with protein product	7700
HGNC:12927	ZNF142	zinc finger protein 142	gene with protein product	7701
HGNC:12928	ZNF143	zinc finger protein 143	gene with protein product	7702
HGNC:12931	ZNF146	zinc finger protein 146	gene with protein product	7705
HGNC:12933	ZNF148	zinc finger protein 148	gene with protein product	7707
HGNC:12939	ZNF154	zinc finger protein 154	gene with protein product	7710
